word,similarity
(으)로_FNS/JKB,0.9999999999999999
밀려나/VV,0.6594365296033897
극__04/NNG,0.6594365296033897
울리__01/VV,0.6471592495099321
절규/NNG,0.6471592495099321
원칙/NNG,0.6430504682877769
틀림없/VA,0.6396056105245536
외모__02/NNG,0.6396056105245536
백인__01/NNG,0.6396056105245536
미학/NNG,0.6356408993863245
포도__06/NNG,0.631298109802069
주스/NNG,0.6312981098020688
은데/EF,0.6294946190984054
싫/VA,0.6294946190984053
스키/NNG,0.6274056421805708
만능/NNG,0.6274056421805708
스포츠맨/NNG,0.6274056421805707
즐기/VV,0.6274056421805707
종종__04/MAG,0.6271652665893088
터지/VV,0.6271652665893088
폭동/NNG,0.6271652665893088
투쟁/NNG,0.6271652665893088
건네/VV,0.6256563420226994
달리__01/VV,0.6199167666322145
목숨/NNG,0.6199167666322144
슬로/NNG,0.6193633182214808
모션/NNG,0.6193633182214808
슬퍼하/VV,0.6178239252337845
조금쯤/NNG,0.6178239252337845
끄덕거리/VV,0.6150649986439753
권리/NNG,0.6115131644769501
롱스커트/NNG,0.605690645138486
밀감/NNG,0.6056717754724112
씹/VV,0.6056717754724112
애원조__02/NNG,0.6042836273401739
빌붙/VV,0.6042836273401739
제정신/NNG,0.6038744979659301
현재/MAG,0.6030868058899893
공립__01/NNG,0.6030868058899893
한서중학교/NNP,0.6030868058899893
사회사업/NNG,0.6022402869302875
선발__03/NNG,0.6001314934458268
안정환/NNP,0.6001314934458268
속살거리/VV,0.5961035798966691
입석__02/NNG,0.5949663849939344
내리/MAG,0.5949663849939344
일곱/NR,0.5949663849939344
촌팔분/NNG,0.5940534007947219
운__06/NNG,0.5909315214284204
백세난작식자인/NNG,0.5904656077689374
4구체/NNG,0.5902665115429113
한문/NNG,0.5902665115429113
썰__01/VV,0.590223862377248
명란젓/NNG,0.590223862377248
스님/NNG,0.589940730531878
빙긋/MAG,0.589940730531878
ᆯ꼬/EF,0.5898521226058313
심__03/NNG,0.5898521226058313
무신/MM,0.5898521226058313
