word,similarity
(으)로_FNS/JKB,1.0
현대/NNG,0.7181628269939774
만능/NNG,0.710605640226577
스포츠맨/NNG,0.6920608589922066
투쟁/NNG,0.6835584024399393
외모__02/NNG,0.6815304359959675
이어/MAG,0.6772579420321865
소형__03/NNG,0.673837192881717
저술/NNG,0.6637321295330764
즐기/VV,0.6631319625978611
스키/NNG,0.6628074255075
모던/NNG,0.6548970607491936
판서__03/NNG,0.6487573736960404
복수__04/NNG,0.6486369623193865
멍멍/XR,0.6420577194276584
독방/NNG,0.6376087893038971
현재/MAG,0.6366743173776381
벌서/MAG,0.6360658957208695
더욱이/MAG,0.635839584810888
터지/VV,0.6355102548215686
종종__04/MAG,0.6346053763498165
폭동/NNG,0.6346053763498165
그나마/MAG,0.6344150422655421
화가__03/NNG,0.633173662626842
슬프/VA,0.6320054063487851
바람둥이/NNG,0.6319167788126911
극__04/NNG,0.6315934386507464
밀려나/VV,0.6315934386507462
마음가짐/NNG,0.6304264710739864
거두/VV,0.6295200738251601
암갈색/NNG,0.624531897401901
절규/NNG,0.6238938609820317
간경변증/NNG,0.6233721012124924
대용__03/NNG,0.6220908154165432
고마움/NNG,0.6206798320224438
적어도/MAG,0.6204270526957725
유력__01/NNG,0.6197687030467871
끄덕거리/VV,0.6184791436651504
틀림없/VA,0.6161509886960991
석고__02/NNG,0.6133838080724181
알뿌리/NNG,0.6130710440957868
원칙/NNG,0.6129500614023208
이지선/NNP,0.6127684785381663
미학/NNG,0.6125774253148358
필사__01/NNG,0.6125152181426534
상업__02/NNG,0.6112380999640658
복귀/NNG,0.6108710516671716
한문/NNG,0.610258774313033
지리__03/NNG,0.6102323791126173
건네/VV,0.6096905951009853
영감__01/NNG,0.6095852846188695
주스/NNG,0.6084404005321884
정문__03/NNG,0.6082889050291422
기쁘/VA,0.6077893625701088
씹/VV,0.6063800729541464
냉담__01/NNG,0.6059051678139721
장편__02/NNG,0.6054962709441618
뛰__01/VV,0.6054374759908148
찌푸리/VV,0.6048879430970031
개연__08/NNG,0.6045986700348657
편안__01/NNG,0.6034476538962141
착잡/XR,0.6034476538962141
제의__04/NNG,0.6033794897194712
편법__01/NNG,0.6031164034363113
포도__06/NNG,0.6029321958322548
잔돈__01/NNG,0.6028694824860987
1959/SN,0.6027566728421906
하숙/NNG,0.6025961940956555
굳이/MAG,0.6025672329013037
중학교/NNG,0.6023502659119053
쇼__02/NNG,0.6022091113559629
싫/VA,0.6016771099455547
은데/EF,0.6016771099455547
자원__04/NNG,0.6016226608332725
탁구/NNG,0.6001683902149668
청맹과니/NNG,0.5999857031681771
아야죠/EF,0.5998074716645453
서부__01/NNG,0.5997762199162673
허탈/NNG,0.5994919519722377
조카/NNG,0.5990384712107402
권리/NNG,0.5987519340492937
조금쯤/NNG,0.5987165376074838
슬퍼하/VV,0.5987165376074838
육손이파/NNP,0.5985056503111705
울리__01/VV,0.5980208988762834
확고/XR,0.5978809722456642
기역__01/NNG,0.5968077576966403
백세난작식자인/NNG,0.5967767944292209
안정환/NNP,0.5967729908474422
계절__01/NNG,0.5964005085107433
백인__01/NNG,0.5963045650027706
촌팔분/NNG,0.5960678502317333
수필__04/NNG,0.5953067508553284
광경/NNG,0.5947371285479759
개인__02/NNG,0.5924805435143171
기관__11/NNG,0.592429590877973
꺾어지/VV,0.5924211025316233
간통죄/NNG,0.5917504330964964
발전__01/NNG,0.5917140527724268
편성법/NNG,0.5906661073189178
글자/NNG,0.5905458436862242
마법/NNG,0.5904043477317832
한서중학교/NNP,0.5903985033681539
고학__02/NNG,0.5901053493179699
되받/VV,0.5897602281990931
역할/NNG,0.5895217237154897
이해__06/NNG,0.5894039847842574
스님/NNG,0.588265952797625
계장__03/NNG,0.5881047925007068
제정신/NNG,0.5877169113829882
죽사발/NNG,0.5873993520357107
과감히__01/MAG,0.5873719883679361
조밀/XR,0.5868295840807297
이쯤/NNG,0.5865703179409907
당게/EF,0.5865259650886443
환장/NNG,0.586149428138712
망설이/VV,0.5857707552461232
상기__03/NNG,0.5856891438086542
