word,similarity
(으)로_INS/JKB,1.0
마/EF,0.9475496390253202
토담/NNG,0.9469963333896111
십자가__01/NNG,0.9457265094260807
풀향기/NNP,0.9395807492587045
입찬소리/NNG,0.923606829069026
제압/NNG,0.9149387803751996
털실/NNG,0.9123339171137081
이슬/NNG,0.9109155069935149
너메/NNG,0.905459935779175
몽둥이/NNG,0.9034790073290564
부치__02/VV,0.895088001045611
신형__02/NNG,0.8923256829363877
마이크/NNG,0.888548421986934
실력__02/NNG,0.8797872219896619
산과일/NNG,0.875687804967147
진주/NNP,0.869012422763514
문명__03/NNG,0.855590979563117
수/EF,0.8517824489188826
수열__02/NNG,0.8503049478534499
생선묵/NNG,0.8489765141716336
지휘봉/NNG,0.8455510475779766
송곳/NNG,0.8383432714065866
작업실/NNG,0.8305607503544861
역공세/NNG,0.8300201648778123
고따우/MM,0.827700768982311
일본말/NNG,0.8219388790236662
어제/MAG,0.7992586148987912
홍두깨/NNG,0.7979150088227641
기선__06/NNG,0.7938877140730158
총구/NNG,0.7832824854012006
저고리__01/NNG,0.7809973254711322
부질없이/MAG,0.7755881727562906
사형수/NNG,0.7701325215827529
삼베/NNG,0.7697508656610501
그랜저/NNG,0.7652330485890376
혓바닥/NNG,0.7582149962038702
끝순이/NNP,0.7544569540769036
설탕/NNG,0.7466294168061967
드라이버/NNG,0.7453603713986088
ᆫ다/EC,0.7439397892581205
되도록/MAG,0.7402787571377603
한차례/NNG,0.7395879008116397
포승줄/NNG,0.7324465239334353
납__01/NNG,0.7271927611312093
장처__01/NNG,0.7232966167359718
뽕나무/NNG,0.7211819450653578
무전기/NNG,0.7202840556917346
기침__01/NNG,0.7194995718826022
동전__05/NNG,0.7192977791312664
크__01/VV,0.7045615053856674
후랫쉬/NNG,0.7040810834747149
버티/VV,0.7009867535328957
핑계/NNG,0.6997082714211835
으면서/EF,0.6989106828392389
짜__01/VV,0.6979284600260288
담그/VV,0.6971622037488703
기암__02/NNG,0.6963122979234984
어메/NNG,0.6953908197303647
소품__02/NNG,0.6939850162554922
열쇠/NNG,0.691143300455349
입천장/NNG,0.6897337144445039
소포__01/NNG,0.689644822491998
첨가/NNG,0.6884719555663339
초록색/NNG,0.6858349160674151
붕대/NNG,0.6835038266585065
상방__02/NNG,0.6814812235818065
자가운전/NNG,0.6803108972857195
시계__01/NNG,0.6792724465642643
훈계__01/NNG,0.6781260466509703
느냐고/EF,0.6748126466238332
후려갈기/VV,0.6741008681879015
스튜디오/NNG,0.6732178669860072
자력__01/NNG,0.6732127060198618
그러면서/MAJ,0.6731953111176014
시커메지/VV,0.6721063135134009
절차__02/NNG,0.6714512864825314
꼼슈/NNG,0.6712320181633373
세간__01/NNG,0.6687190913664287
호수__09/NNG,0.668051799963607
무한/NNG,0.6679141588995217
치장__01/NNG,0.6668715731593358
승부__03/NNG,0.6662158624296485
답장/NNG,0.6657347358680172
수피__02/NNG,0.6636252372706541
패러디/NNG,0.6627239906841631
내려찍/VV,0.6612849428226145
오기__08/NNG,0.6610664039614687
램프__01/NNG,0.6590262655790431
공부__01/NNG,0.6588769448301957
라이브/NNG,0.658515595648279
라이타/NNG,0.6580794196985498
박수__02/NNG,0.6577299443721392
현대식/NNG,0.6570860363707525
당기__01/VV,0.6570034506318189
아이라이너/NNG,0.6550995690842956
다이얼/NNG,0.6532298788200173
간하__01/VV,0.6525944983062087
눈__04/NNG,0.6525793218944437
팁__01/NNG,0.6525354712234994
소매__01/NNG,0.6516602042707048
겨울밤/NNP,0.6509961192755324
채찍/NNG,0.6509459324494269
책력/NNG,0.6504708581202945
망치__01/NNG,0.6499742954821259
딸__01/NNG,0.6469523844920901
낙맥__88/NNG,0.6466339565067543
곡물/NNG,0.6461168693963
간__01/NNG,0.6457182876999735
시끈버끈/MAG,0.6455976601306428
시체__02/NNG,0.6445474739080029
풍금__01/NNG,0.6443889429413078
나팔/NNG,0.644152773934101
삽자루/NNG,0.6440482832970891
정혜/NNP,0.6425702504117713
환영__02/NNG,0.6422265483450287
충당__01/NNG,0.642198830888465
관찰력/NNG,0.6417390645672746
기척__01/NNG,0.641105401997987
하기야/MAJ,0.6401008598394347
