word,similarity
(으)로_DIR/JKB,1.0000000000000002
신축__03/NNG,0.7083300292025884
청계천/NNP,0.6946173750454492
순자/NNP,0.6865997007275286
ᆫ대/EF,0.6690224171914243
서대문/NNP,0.6585446403400904
동남아시아/NNP,0.6584265102485232
이러하/VA,0.6528716274448991
타처/NNG,0.6499801988212796
석순이/NNP,0.6476193930553298
슬쩍/MAG,0.6468158117890142
운구/NNG,0.6465391471807665
이르/NNP,0.6457096747500395
아요/EC,0.6453990882605793
외할아버지/NNG,0.6448710109747257
고길남/NNP,0.6443378756371374
옥점이/NNP,0.6428836180740998
오른편/NNG,0.6417292519333235
북/NNP,0.6412965335862953
알타미라/NNP,0.6409343815172575
욕망/NNG,0.6400712890542114
전원주택/NNG,0.6359914998248639
문안__01/NNG,0.6313699628731875
밤바다/NNG,0.6304755899697264
뛰어내리/VV,0.6296494815728497
모래밭/NNG,0.6296494815728497
수위__02/NNG,0.629464866313756
압구정동/NNP,0.6288113355150465
돌쇠/NNP,0.6279223593568143
동물원/NNG,0.627750891507196
신혼여행/NNG,0.6271517843229213
비키/VV,0.6268740724818151
빗물/NNG,0.6264732415878571
위쪽/NNG,0.6261238641705986
우야꼬/IC,0.625888973968146
경운기/NNG,0.6257889881031898
백화점/NNG,0.6247793488431398
너라/EF,0.6245124489168353
우주__02/NNG,0.6242570121361652
앗/EF,0.6236174782405912
덜거덕거리/VV,0.6234811015001822
건너오/VV,0.6233685026777965
이성계/NNP,0.6231855724132038
청운동/NNP,0.6223859548294965
둑__01/NNG,0.6221962967630433
강가__01/NNG,0.6221882168842426
갈밭/NNG,0.6220769099503611
세진/NNP,0.6212555305439263
말끝/NNG,0.6210631305649363
동승__02/NNG,0.6204731390933306
서점가/NNG,0.6203537560304893
국장실/NNG,0.6188776745632734
는지/EF,0.6186967639135179
연구__03/NNG,0.6185539757068597
으소서/EF,0.6184988511454856
피어오르/VV,0.6182925633873961
길/VA,0.6176775998489978
패스/NNG,0.6176775998489978
미시시피/NNP,0.6175382696021883
알라바마/NNP,0.6175382696021882
얘/NP,0.6170758446730384
덕적도/NNP,0.6166040965688669
화엄사/NNP,0.6166040965688668
소니/NNP,0.6162987596102163
약혼/NNG,0.6162145125382974
동도/NNP,0.6158602617768304
겉주머니/NNG,0.6157073740963891
흐르__01/VV,0.6155099434185707
병철이/NNP,0.6150302655285896
제발/MAG,0.6147154165265385
철책/NNG,0.6135294748503148
사잇길/NNG,0.6135258784162491
어데/NP,0.6134984266072566
어쩐지/MAG,0.6119868899361385
요론트/NNP,0.6119123852542598
행렬/NNG,0.611775075749257
선희/NNP,0.6112512341033182
벌써/MAG,0.6109717393630829
스며들/VV,0.6107352124633886
남쪽/NNG,0.6106387888692997
물음__01/NNG,0.6101512231963088
불러내/VV,0.6095054696720626
떨어뜨리/VV,0.6092647315503694
으니까/EF,0.6091018057483502
거라/EF,0.6088840578066174
냉큼/MAG,0.608856094379934
제리/NNP,0.6083851043789557
한유지/NNP,0.6082315870591515
연탄__03/NNG,0.6080694402338367
구둣발/NNG,0.6077734859632692
나르__01/VV,0.6077654338657988
들리__04/VV,0.6055940384573086
효선/NNP,0.604976078142243
당장/MAG,0.6044868086795527
청와대/NNP,0.6044868086795527
거들떠보/VV,0.6043449125120385
카라카라/NNP,0.6037422362907855
어쨌든/MAG,0.602602858282399
롯데호텔/NNP,0.6016627896445539
서울역/NNP,0.601515906095035
속히/MAG,0.6014486555434616
몰아넣/VV,0.6010704470540554
떠넘기/VV,0.6006501793717973
더니/EC,0.6005640287468093
부족__05/NNG,0.6001950797635835
어슷세기/NNG,0.6001913653213863
참/NNB,0.5997808670122164
반야원/NNP,0.5997466348848528
들이대__02/VV,0.5996058933077141
겨냥/NNG,0.5995423800356162
잠깐/NNG,0.5994424715076506
솔밭/NNG,0.5993340834040651
농장__05/NNG,0.5992031089150157
치솟/VV,0.5991593597412601
종가__01/NNG,0.5990400264977425
괭이__01/NNG,0.5982172126636432
울산/NNP,0.5981131566761686
노려보/VV,0.597550333652225
훨훨/MAG,0.5971608211942613
좀더/MAG,0.5970273506597491
끼익/MAG,0.5965857097958219
그러더니/MAJ,0.5958611221209809
정현이/NNP,0.5954324391008647
샛개/NNP,0.5953273405089401
몇/NR,0.5951850529862405
응/IC,0.5951269104177419
지금쯤/NNG,0.5944032745222546
전사__22/NNG,0.5943708632353895
청량리/NNP,0.5941544063765074
큰길/NNG,0.5940658450182055
스카이라운지/NNG,0.593867852509754
데려가/VV,0.5938489457604769
꼬리__01/NNG,0.593750758782418
궁가__02/NNG,0.5937189792420838
정암리/NNP,0.5935768665217552
비행사/NNG,0.5934488220093965
내려앉/VV,0.5932931388233895
을래/EF,0.5932539579330278
사과나무/NNG,0.5932214405611838
쏟아지/VV,0.5931982530395573
카이주아/NNP,0.5929497228101313
서포리/NNP,0.592923478874619
전화통/NNG,0.5927774276797732
건너가/VV,0.5922297616524018
직구/NNG,0.5919677761153991
출입문/NNG,0.5910713902988021
목욕탕/NNG,0.590930483535342
근데/MAJ,0.5908755370434455
물러나/VV,0.5907783358774223
배__01/NNG,0.5906807048134477
뜨__01/VV,0.5904691953787504
메르다/NNP,0.5903340411125286
나오/VX,0.5901397150090268
갈림길/NNG,0.5900014097582762
혹은/MAJ,0.5900000974959914
봉창__06/NNG,0.5896188947107737
랑/JC,0.589362545749393
근교/NNG,0.5893415003311678
대관령/NNP,0.5888491498603015
바이어스/NNG,0.5888302499115019
호수__07/NNG,0.5888070235205398
뒤꼍/NNG,0.5884950200082566
농협/NNP,0.5884165947975708
둔덕/NNG,0.5883510879235958
인문__01/NNG,0.5882808476979331
갑동이/NNP,0.588200099293344
붕어뚜룩/NNG,0.5880366868210158
주인집/NNG,0.5874926509114871
덜컹__02/MAG,0.5874762147088495
