word,similarity
(으)로_DIR/JKB,1.0
청계천/NNP,0.7043644481005291
서대문/NNP,0.6660447208432185
동남아시아/NNP,0.6596925846021635
오른편/NNG,0.6509884676071546
ᆫ고/EF,0.6471320490055561
아요/EC,0.6463373329750309
욕망/NNG,0.6422459354571253
압구정동/NNP,0.6417516925539579
백화점/NNG,0.6391136958365361
앗/EF,0.6351869478114494
비키/VV,0.6313724197958217
이성계/NNP,0.6295413664943278
문안__01/NNG,0.6295413664943277
이러하/VA,0.6265873661691632
덕적도/NNP,0.626549163235671
화엄사/NNP,0.626549163235671
동물원/NNG,0.624939263438238
동현/NNP,0.6242187691177568
삽/NNG,0.6241216124856556
강가__01/NNG,0.6240102441817312
덜거덕거리/VV,0.6231311361955749
북/NNP,0.6230464213457377
알라바마/NNP,0.6214485522406494
미시시피/NNP,0.6214485522406493
당장/MAG,0.6207283198547395
청와대/NNP,0.6207283198547394
석순이/NNP,0.6191538672033821
모래밭/NNG,0.6169325724532905
뛰어내리/VV,0.6169325724532905
너라/EF,0.6166397131404735
길/VA,0.6166133685203715
패스/NNG,0.6166133685203715
불러내/VV,0.6163577445748251
사잇길/NNG,0.6155234113897514
갈밭/NNG,0.6155234113897514
전화통/NNG,0.6148774568141642
목욕탕/NNG,0.6142560900641103
밤바다/NNG,0.6131857203496459
피어오르/VV,0.6131857203496458
혹은/MAJ,0.6131815593302269
건너오/VV,0.6117227634032708
효선/NNP,0.6114558280516411
기__88/NNG,0.6108729563231672
슬쩍/MAG,0.6104805228419803
철책/NNG,0.6103062567811794
우야꼬/IC,0.6097666960344997
카라카라/NNP,0.6092349359881527
둑__01/NNG,0.6069646284971308
노려보/VV,0.6067231752727561
한유지/NNP,0.6059235566480227
고길남/NNP,0.6053585516890612
거들떠보/VV,0.6053553998122163
참/NNB,0.6050535220185196
청운동/NNP,0.6045334663484148
솔밭/NNG,0.6043032749417555
숙희/NNP,0.6024459404355166
제발/MAG,0.6016800461468158
구마/EF,0.6015119579246565
선희/NNP,0.6010995022982986
빈/NNP,0.6009107301812937
서포리/NNP,0.6008714793450923
치솟/VV,0.6007644516478117
괭이__01/NNG,0.5996198385158181
운구/NNG,0.5991899742060831
객줏집/NNG,0.5989882565987407
외할아버지/NNG,0.5986027563806676
세면실/NNG,0.5984249234710293
옥점이/NNP,0.5980209080717421
반야원/NNP,0.5977658537242923
얘/NP,0.5974472220496886
칼날/NNG,0.596974059574501
둔덕/NNG,0.5967372880552113
물러나/VV,0.5965333218001697
신축__03/NNG,0.5961770975145628
겉주머니/NNG,0.596112431175582
뒤꼍/NNG,0.596000679330159
연구__03/NNG,0.5954293503620361
행렬/NNG,0.5952976791416211
짬뽕/NNG,0.5952122330995051
신혼여행/NNG,0.5951917545302143
응/IC,0.5950079624364483
서점가/NNG,0.5947870372853287
아가씨/NNG,0.5943418438690662
큰길/NNG,0.5940279534102136
가/VV,0.5929853403758029
구둣발/NNG,0.592887681220683
냉큼/MAG,0.5925926961233933
현/NNP,0.5925284795317363
들리__04/VV,0.592468741433847
거라/EF,0.5923646625604388
데려가/VV,0.5923236760398938
심부름/NNG,0.5921202418762623
메르다/NNP,0.5919732520828049
근교/NNG,0.5917602176691121
제리/NNP,0.5910996487254727
섬머힐/NNP,0.5910831755865323
ᆫ대/EF,0.5909632949451612
직구/NNG,0.5909338030364365
으면/EF,0.5906574462813552
동승__02/NNG,0.5899674606244698
부안군/NNP,0.5897704260224016
서울역/NNP,0.5897033440307364
전원주택/NNG,0.5895839990012661
어쩐지/MAG,0.5895697119808112
어데/NP,0.5892798120806685
양호실/NNG,0.5892061532420378
벌써/MAG,0.5889736797270279
몇/NR,0.588682177236534
학용이/NNP,0.5881733259858261
배__01/NNG,0.5881196267360115
우주__02/NNG,0.5880676044747706
서점__03/NNG,0.5879942267424342
근데/MAJ,0.5879307470229141
꼬리__01/NNG,0.5878880365592323
울산/NNP,0.5878144288745594
이르/NNP,0.5870382939744647
병철이/NNP,0.5869508440109732
부두__01/NNG,0.5866463182418392
마카오/NNP,0.5865186826653367
갈림길/NNG,0.5864810341240687
정암리/NNP,0.5864672433472264
기득이/NNP,0.5863717077711189
물음__01/NNG,0.5858776231223183
튀어나오/VV,0.5856689878926159
건너가/VV,0.5854558259161927
더니/EC,0.5853670676033365
롯데호텔/NNP,0.5852741145128924
성큼성큼/MAG,0.5848787908998794
뛰어나가/VV,0.5848112776605772
어슷세기/NNG,0.5843977901366691
동도/NNP,0.5843850239802136
붕어뚜룩/NNG,0.5843740057296534
라네/EF,0.5842773714590606
대관령/NNP,0.5842773714590604
잠깐/NNG,0.5838405845366286
저/IC,0.583681570254163
약혼/NNG,0.5836528956252061
연탄__03/NNG,0.5834645973907675
빈집/NNG,0.5829102283763609
어쨌든/MAG,0.5827623325958963
계시/VX,0.5826810545455391
창길/NNP,0.582664884521431
위치__01/NNG,0.582569320295048
각자/MAG,0.582569320295048
습니까/EF,0.582191522080742
궁가__02/NNG,0.5821915220807419
오른발/NNG,0.5814103526669324
알타미라/NNP,0.5814078376892428
안방__02/NNG,0.5813015098523515
비행사/NNG,0.5812577079825377
스며들/VV,0.5808749153603574
빗물/NNG,0.5808749153603574
산마루/NNG,0.5807612364151762
대변소/NNG,0.5806834964937616
흐르__01/VV,0.5806345808725906
으니까/EF,0.5806014186095793
끼익/MAG,0.5805478754071887
사랑채/NNG,0.5801956834470033
라예/EF,0.5801956834470032
굽히/VV,0.580188865182663
물줄기/NNG,0.5799209924803097
정현이/NNP,0.5798744287377571
하서면/NNP,0.5793260878210474
운용/NNG,0.5792128769933211
돌쇠/NNP,0.5790264212968308
순자/NNP,0.578142515993684
갑동이/NNP,0.5778551995167412
고향__02/NNG,0.5775761820468414
소년원/NNG,0.5774189364113183
으소서/EF,0.5772466932028296
돌/VV,0.5771212608349654
타__02/VV,0.5769118128994403
좀더/MAG,0.5767064604253791
팔랑개비/NNG,0.5766446881563556
잦아들/VV,0.57660576267687
안개/NNG,0.5764589231447145
요론트/NNP,0.5763879042378479
계속__04/NNG,0.5763760665490435
바이어스/NNG,0.5763207455373784
부또보/NNP,0.5763121156359765
등산/NNG,0.5762844706480044
농협/NNP,0.5761762342660447
미끄러뜨리/VV,0.5760173916818824
남쪽/NNG,0.5760094555226287
허겁지겁/MAG,0.5758782218724152
출근/NNG,0.5758422404292831
이왕이면/MAG,0.5758078918921555
종가__01/NNG,0.5758066416305366
문밖/NNG,0.5757374722365267
빠지__01/VV,0.5756870740755207
27/SN,0.5754899502829571
랑/JC,0.5754503439579126
부대__08/NNG,0.5753914336833141
전경__09/NNG,0.575391433683314
유학__04/NNG,0.5752987122302631
주인집/NNG,0.5751478734943837
뒷곁/NNG,0.5751478734943837
떠넘기/VV,0.5751169065149914
훌쩍/MAG,0.5748383483601573
을래/EF,0.5742612198897891
곧바로/MAG,0.5741576191311817
는지/EF,0.5738134833384809
일방__01/NNG,0.5735995016308105
인사__01/NNG,0.5732418799859814
깔기/VV,0.5731795857808453
지__02/NNB,0.5731201858223433
도대체/MAG,0.5730149370905604
소니/NNP,0.5729202398507206
위아래/NNG,0.5729033142123701
도립__02/NNG,0.572901010159494
젊음/NNG,0.5728498103487137
김영하/NNP,0.5727905613317325
몰아넣/VV,0.5727066404447135
쇠전__01/NNG,0.5721401472806366
